category,archive,name,path,w,h
credit,FW_A.bin,stuff_credit_01,FW_A/stuff_credit_01.png,480,256
credit,FW_A.bin,stuff_credit_02,FW_A/stuff_credit_02.png,480,256
credit,FW_A.bin,stuff_credit_03,FW_A/stuff_credit_03.png,480,256
credit,FW_A.bin,stuff_credit_04,FW_A/stuff_credit_04.png,480,256
credit,FW_A.bin,stuff_credit_05,FW_A/stuff_credit_05.png,480,256
credit,FW_A.bin,stuff_credit_06,FW_A/stuff_credit_06.png,480,256
credit,FW_A.bin,stuff_credit_07,FW_A/stuff_credit_07.png,480,256
credit,FW_A.bin,stuff_credit_08,FW_A/stuff_credit_08.png,480,256
credit,FW_A.bin,stuff_credit_09,FW_A/stuff_credit_09.png,480,256
credit,FW_A.bin,stuff_credit_10,FW_A/stuff_credit_10.png,480,256
credit,FW_A.bin,stuff_credit_11,FW_A/stuff_credit_11.png,480,256
credit,FW_A.bin,stuff_credit_12,FW_A/stuff_credit_12.png,480,256
credit,FW_A.bin,stuff_credit_13,FW_A/stuff_credit_13.png,480,256
credit,FW_A.bin,stuff_credit_14,FW_A/stuff_credit_14.png,480,256
credit,FW_A.bin,stuff_credit_15,FW_A/stuff_credit_15.png,480,256
credit,FW_A.bin,stuff_credit_16,FW_A/stuff_credit_16.png,480,256
credit,FW_A.bin,stuff_credit_17,FW_A/stuff_credit_17.png,480,256
credit,FW_A.bin,stuff_credit_18,FW_A/stuff_credit_18.png,480,256
credit,FW_A.bin,stuff_credit_19,FW_A/stuff_credit_19.png,480,256
credit,FW_A.bin,stuff_credit_20,FW_A/stuff_credit_20.png,480,256
credit,FW_A.bin,stuff_credit_21,FW_A/stuff_credit_21.png,480,256
credit,FW_A.bin,stuff_credit_22,FW_A/stuff_credit_22.png,480,256
credit,FW_A.bin,stuff_credit_23,FW_A/stuff_credit_23.png,480,256
credit,FW_A.bin,stuff_credit_24,FW_A/stuff_credit_24.png,480,256
credit,FW_A.bin,stuff_credit_25,FW_A/stuff_credit_25.png,480,256
credit,FW_A.bin,stuff_credit_26,FW_A/stuff_credit_26.png,480,256
